Value_9362,Value_9363,Value_9364,Value_9365,Value_9366,Value_9367,Value_9371,Value_9372,BaseTimeStamp,BaseDateTime
82.0,21.0,46.0,37.0,49.0,95.0,68.0,67.0,1661681050.0,2022-08-28 10:04:10
79.0,21.0,43.0,39.0,53.0,100.0,64.0,63.0,1661690724.0,2022-08-28 12:45:24
78.0,21.0,42.0,39.0,65.0,95.0,63.0,63.0,1661700759.0,2022-08-28 15:32:39
82.0,21.0,42.0,39.0,70.0,89.0,63.0,63.0,1661711562.0,2022-08-28 18:32:42
82.0,21.0,42.0,42.0,71.0,90.0,64.0,64.0,1661723472.0,2022-08-28 21:51:12
82.0,19.0,40.0,36.0,53.0,97.0,63.0,63.0,1661734302.0,2022-08-29 00:51:42
75.0,20.0,45.0,38.0,52.0,99.0,64.0,64.0,1661743976.0,2022-08-29 03:32:56
77.0,21.0,42.0,42.0,54.0,98.0,68.0,68.0,1661754970.0,2022-08-29 06:36:10
80.0,21.0,45.0,36.0,51.0,96.0,68.0,68.0,1661765551.0,2022-08-29 09:32:31
82.0,21.0,43.0,40.0,55.0,102.0,64.0,63.0,1661777238.0,2022-08-29 12:47:18
82.0,22.0,41.0,45.0,69.0,90.0,63.0,63.0,1661788093.0,2022-08-29 15:48:13
84.0,20.0,45.0,44.0,67.0,88.0,63.0,63.0,1661798190.0,2022-08-29 18:36:30
78.0,20.0,41.0,46.0,68.0,89.0,64.0,64.0,1661809733.0,2022-08-29 21:48:53
78.0,19.0,40.0,40.0,57.0,96.0,63.0,63.0,1661819587.0,2022-08-30 00:33:07
77.0,20.0,45.0,35.0,52.0,97.0,64.0,63.0,1661830905.0,2022-08-30 03:41:45
82.0,21.0,45.0,42.0,51.0,93.0,69.0,68.0,1661841404.0,2022-08-30 06:36:44
78.0,21.0,44.0,34.0,51.0,100.0,68.0,67.0,1661852054.0,2022-08-30 09:34:14
76.0,21.0,44.0,36.0,53.0,105.0,63.0,63.0,1661863081.0,2022-08-30 12:38:01
76.0,21.0,41.0,39.0,66.0,86.0,64.0,63.0,1661874017.0,2022-08-30 15:40:17
80.0,20.0,46.0,46.0,69.0,90.0,63.0,63.0,1661884471.0,2022-08-30 18:34:31
76.0,20.0,41.0,47.0,69.0,90.0,63.0,63.0,1661896688.0,2022-08-30 21:58:08
76.0,19.0,42.0,41.0,55.0,90.0,64.0,64.0,1661906107.0,2022-08-31 00:35:07
77.0,20.0,45.0,37.0,55.0,93.0,63.0,63.0,1661916764.0,2022-08-31 03:32:44
77.0,20.0,45.0,38.0,51.0,91.0,68.0,68.0,1661927660.0,2022-08-31 06:34:20
74.0,21.0,44.0,39.0,51.0,97.0,67.0,67.0,1661938357.0,2022-08-31 09:32:37
82.0,21.0,43.0,37.0,52.0,97.0,64.0,63.0,1661949201.0,2022-08-31 12:33:21
77.0,21.0,41.0,37.0,64.0,90.0,63.0,63.0,1661960153.0,2022-08-31 15:35:53
78.0,20.0,44.0,45.0,68.0,87.0,63.0,63.0,1661970964.0,2022-08-31 18:36:04
77.0,19.0,39.0,52.0,66.0,84.0,63.0,63.0,1661981582.0,2022-08-31 21:33:02
78.0,19.0,41.0,39.0,55.0,95.0,63.0,63.0,1661992762.0,2022-09-01 00:39:22
78.0,20.0,43.0,46.0,54.0,94.0,64.0,63.0,1662003633.0,2022-09-01 03:40:33
78.0,20.0,43.0,38.0,54.0,91.0,67.0,67.0,1662015085.0,2022-09-01 06:51:25
81.0,20.0,44.0,41.0,57.0,89.0,67.0,67.0,1662025794.0,2022-09-01 09:49:54
75.0,21.0,46.0,36.0,49.0,95.0,64.0,64.0,1662036427.0,2022-09-01 12:47:07
74.0,21.0,43.0,42.0,70.0,90.0,64.0,63.0,1662046417.0,2022-09-01 15:33:37
81.0,20.0,41.0,42.0,70.0,84.0,63.0,63.0,1662057718.0,2022-09-01 18:41:58
81.0,20.0,41.0,42.0,73.0,86.0,63.0,63.0,1662069610.0,2022-09-01 22:00:10
81.0,20.0,41.0,41.0,54.0,102.0,63.0,63.0,1662078795.0,2022-09-02 00:33:15
77.0,20.0,42.0,42.0,52.0,92.0,65.0,64.0,1662089578.0,2022-09-02 03:32:58
77.0,20.0,45.0,41.0,49.0,88.0,69.0,68.0,1662102772.0,2022-09-02 07:12:52
78.0,20.0,45.0,41.0,55.0,93.0,68.0,68.0,1662111215.0,2022-09-02 09:33:35
77.0,20.0,45.0,38.0,52.0,92.0,64.0,64.0,1662122836.0,2022-09-02 12:47:16
81.0,21.0,44.0,43.0,61.0,93.0,63.0,63.0,1662133728.0,2022-09-02 15:48:48
79.0,21.0,41.0,52.0,68.0,87.0,63.0,63.0,1662143924.0,2022-09-02 18:38:44
80.0,19.0,39.0,48.0,72.0,88.0,63.0,63.0,1662154576.0,2022-09-02 21:36:16
82.0,19.0,40.0,48.0,62.0,104.0,63.0,63.0,1662167110.0,2022-09-03 01:05:10
75.0,19.0,39.0,45.0,57.0,88.0,64.0,64.0,1662176806.0,2022-09-03 03:46:46
77.0,20.0,44.0,39.0,55.0,91.0,69.0,69.0,1662187124.0,2022-09-03 06:38:44
77.0,20.0,45.0,39.0,55.0,91.0,69.0,69.0,1662197784.0,2022-09-03 09:36:24
77.0,18.0,40.0,52.0,79.0,82.0,63.0,63.0,1662241436.0,2022-09-03 21:43:56
72.0,18.0,47.0,44.0,55.0,86.0,71.0,71.0,1660632292.0,2022-08-16 06:44:52
70.0,18.0,47.0,34.0,54.0,88.0,71.0,71.0,1660642919.0,2022-08-16 09:41:59
71.0,18.0,43.0,33.0,61.0,91.0,63.0,63.0,1663429303.0,2022-09-17 15:41:43
71.0,18.0,46.0,41.0,61.0,83.0,63.0,63.0,1663439581.0,2022-09-17 18:33:01
71.0,16.0,46.0,43.0,68.0,83.0,63.0,63.0,1663450957.0,2022-09-17 21:42:37
67.0,18.0,45.0,33.0,55.0,89.0,64.0,64.0,1663461232.0,2022-09-18 00:33:52
72.0,18.0,48.0,40.0,55.0,89.0,64.0,64.0,1663473311.0,2022-09-18 03:55:11
72.0,18.0,45.0,37.0,53.0,87.0,68.0,67.0,1663484061.0,2022-09-18 06:54:21
82.0,18.0,45.0,34.0,64.0,84.0,63.0,63.0,1663526520.0,2022-09-18 18:42:00
66.0,17.0,47.0,35.0,68.0,84.0,63.0,63.0,1662413921.0,2022-09-05 21:38:41
66.0,17.0,47.0,35.0,68.0,77.0,63.0,63.0,1662424558.0,2022-09-06 00:35:58
66.0,16.0,47.0,45.0,60.0,85.0,64.0,64.0,1662435314.0,2022-09-06 03:35:14
66.0,17.0,50.0,35.0,60.0,85.0,68.0,68.0,1662447145.0,2022-09-06 06:52:25
66.0,17.0,50.0,35.0,57.0,87.0,68.0,67.0,1662456826.0,2022-09-06 09:33:46
68.0,17.0,49.0,32.0,55.0,90.0,64.0,63.0,1662467922.0,2022-09-06 12:38:42
71.0,18.0,49.0,33.0,64.0,81.0,63.0,63.0,1662478547.0,2022-09-06 15:35:47
76.0,17.0,46.0,39.0,69.0,80.0,63.0,63.0,1662489631.0,2022-09-06 18:40:31
68.0,16.0,48.0,38.0,73.0,81.0,63.0,63.0,1662500293.0,2022-09-06 21:38:13
66.0,16.0,44.0,41.0,68.0,85.0,63.0,63.0,1662511561.0,2022-09-07 00:46:01
64.0,17.0,44.0,38.0,57.0,85.0,63.0,63.0,1662522765.0,2022-09-07 03:52:45
71.0,17.0,46.0,34.0,55.0,88.0,68.0,67.0,1662532752.0,2022-09-07 06:39:12
71.0,18.0,48.0,33.0,54.0,88.0,67.0,67.0,1662543538.0,2022-09-07 09:38:58
73.0,18.0,48.0,33.0,54.0,90.0,64.0,64.0,1662553948.0,2022-09-07 12:32:28
73.0,18.0,48.0,30.0,57.0,85.0,64.0,63.0,1662564918.0,2022-09-07 15:35:18
72.0,18.0,46.0,37.0,73.0,81.0,63.0,63.0,1662575840.0,2022-09-07 18:37:20
71.0,16.0,49.0,40.0,68.0,79.0,63.0,63.0,1662586517.0,2022-09-07 21:35:17
66.0,16.0,46.0,40.0,70.0,81.0,63.0,63.0,1662597689.0,2022-09-08 00:41:29
68.0,17.0,47.0,39.0,60.0,86.0,63.0,63.0,1662608037.0,2022-09-08 03:33:57
73.0,17.0,48.0,39.0,57.0,90.0,68.0,68.0,1662618791.0,2022-09-08 06:33:11
72.0,18.0,47.0,37.0,58.0,95.0,67.0,67.0,1662630596.0,2022-09-08 09:49:56
70.0,18.0,47.0,32.0,53.0,93.0,64.0,63.0,1662640516.0,2022-09-08 12:35:16
74.0,18.0,47.0,35.0,57.0,89.0,64.0,63.0,1662652310.0,2022-09-08 15:51:50
74.0,18.0,44.0,37.0,65.0,81.0,64.0,63.0,1662662052.0,2022-09-08 18:34:12
75.0,16.0,47.0,41.0,72.0,82.0,64.0,63.0,1662674421.0,2022-09-08 22:00:21
70.0,16.0,44.0,37.0,70.0,88.0,63.0,63.0,1662683523.0,2022-09-09 00:32:03
69.0,18.0,44.0,43.0,57.0,89.0,64.0,63.0,1662696120.0,2022-09-09 04:02:00
73.0,18.0,48.0,41.0,58.0,85.0,67.0,67.0,1662705147.0,2022-09-09 06:32:27
69.0,17.0,48.0,37.0,55.0,86.0,67.0,66.0,1662716370.0,2022-09-09 09:39:30
72.0,18.0,48.0,40.0,57.0,86.0,64.0,63.0,1662726815.0,2022-09-09 12:33:35
70.0,18.0,48.0,36.0,61.0,83.0,63.0,63.0,1662737720.0,2022-09-09 15:35:20
69.0,18.0,47.0,36.0,66.0,81.0,63.0,63.0,1662748533.0,2022-09-09 18:35:33
69.0,18.0,47.0,36.0,77.0,82.0,63.0,63.0,1662759934.0,2022-09-09 21:45:34
69.0,16.0,47.0,40.0,73.0,82.0,63.0,63.0,1662770390.0,2022-09-10 00:39:50
69.0,17.0,46.0,39.0,67.0,80.0,63.0,63.0,1662781861.0,2022-09-10 03:51:01
68.0,17.0,46.0,42.0,63.0,86.0,67.0,67.0,1662791897.0,2022-09-10 06:38:17
71.0,17.0,48.0,40.0,55.0,83.0,67.0,66.0,1662802388.0,2022-09-10 09:33:08
67.0,17.0,48.0,32.0,50.0,86.0,64.0,64.0,1662814186.0,2022-09-10 12:49:46
70.0,17.0,48.0,34.0,57.0,88.0,63.0,63.0,1662824327.0,2022-09-10 15:38:47
72.0,17.0,45.0,40.0,67.0,83.0,63.0,63.0,1662835963.0,2022-09-10 18:52:43
71.0,17.0,46.0,40.0,76.0,81.0,63.0,63.0,1662845630.0,2022-09-10 21:33:50
74.0,16.0,45.0,40.0,76.0,86.0,63.0,63.0,1662858595.0,2022-09-11 01:09:55
66.0,16.0,45.0,40.0,64.0,88.0,63.0,63.0,1662867194.0,2022-09-11 03:33:14
70.0,18.0,47.0,37.0,52.0,86.0,68.0,68.0,1662878156.0,2022-09-11 06:35:56
77.0,18.0,46.0,32.0,58.0,86.0,67.0,67.0,1662889432.0,2022-09-11 09:43:52
72.0,18.0,45.0,32.0,58.0,90.0,64.0,63.0,1662899522.0,2022-09-11 12:32:02
72.0,18.0,45.0,35.0,56.0,83.0,63.0,63.0,1662910365.0,2022-09-11 15:32:45
73.0,18.0,47.0,41.0,64.0,79.0,63.0,63.0,1662921200.0,2022-09-11 18:33:20
71.0,16.0,50.0,39.0,71.0,80.0,63.0,63.0,1662932454.0,2022-09-11 21:40:54
67.0,16.0,45.0,44.0,71.0,87.0,63.0,63.0,1662942787.0,2022-09-12 00:33:07
69.0,17.0,46.0,41.0,60.0,88.0,63.0,63.0,1662953896.0,2022-09-12 03:38:16
74.0,18.0,46.0,31.0,63.0,90.0,63.0,63.0,1663083285.0,2022-09-13 15:34:45
75.0,18.0,47.0,39.0,66.0,81.0,63.0,63.0,1663094100.0,2022-09-13 18:35:00
72.0,18.0,45.0,39.0,75.0,85.0,63.0,63.0,1663106069.0,2022-09-13 21:54:29
66.0,16.0,45.0,43.0,75.0,94.0,63.0,63.0,1663116115.0,2022-09-14 00:41:55
70.0,76.0,45.0,40.0,63.0,89.0,64.0,63.0,1663127198.0,2022-09-14 03:46:38
71.0,17.0,46.0,41.0,57.0,85.0,67.0,67.0,1663137200.0,2022-09-14 06:33:20
70.0,17.0,45.0,38.0,58.0,87.0,67.0,67.0,1663148400.0,2022-09-14 09:40:00
71.0,18.0,48.0,32.0,53.0,89.0,63.0,63.0,1663158890.0,2022-09-14 12:34:50
71.0,18.0,48.0,33.0,59.0,86.0,63.0,63.0,1663170203.0,2022-09-14 15:43:23
74.0,18.0,48.0,35.0,66.0,78.0,63.0,63.0,1663181142.0,2022-09-14 18:45:42
71.0,18.0,45.0,35.0,79.0,85.0,63.0,63.0,1663192018.0,2022-09-14 21:46:58
71.0,18.0,49.0,44.0,73.0,91.0,63.0,63.0,1663202012.0,2022-09-15 00:33:32
67.0,16.0,46.0,37.0,57.0,89.0,64.0,63.0,1663212750.0,2022-09-15 03:32:30
73.0,17.0,44.0,33.0,50.0,88.0,67.0,68.0,1663223663.0,2022-09-15 06:34:23
72.0,18.0,43.0,35.0,57.0,88.0,68.0,68.0,1663234471.0,2022-09-15 09:34:31
72.0,18.0,48.0,35.0,57.0,93.0,65.0,64.0,1663245286.0,2022-09-15 12:34:46
72.0,18.0,46.0,32.0,53.0,90.0,63.0,63.0,1663255931.0,2022-09-15 15:32:11
74.0,19.0,46.0,34.0,63.0,83.0,63.0,63.0,1663266938.0,2022-09-15 18:35:38
76.0,18.0,46.0,45.0,64.0,83.0,63.0,63.0,1663277687.0,2022-09-15 21:34:47
72.0,18.0,49.0,37.0,64.0,86.0,63.0,63.0,1663288319.0,2022-09-16 00:31:59
73.0,17.0,47.0,39.0,59.0,85.0,63.0,63.0,1663299126.0,2022-09-16 03:32:06
69.0,18.0,48.0,39.0,53.0,86.0,66.0,65.0,1663310959.0,2022-09-16 06:49:19
73.0,18.0,49.0,38.0,56.0,86.0,65.0,65.0,1663320738.0,2022-09-16 09:32:18
69.0,18.0,49.0,33.0,50.0,96.0,63.0,63.0,1663331724.0,2022-09-16 12:35:24
75.0,18.0,46.0,33.0,56.0,92.0,63.0,63.0,1663342725.0,2022-09-16 15:38:45
72.0,18.0,46.0,34.0,62.0,88.0,63.0,63.0,1663353159.0,2022-09-16 18:32:39
66.0,18.0,46.0,40.0,65.0,88.0,63.0,63.0,1663559169.0,2022-09-19 03:46:09
69.0,16.0,46.0,40.0,54.0,90.0,63.0,67.0,1663569502.0,2022-09-19 06:38:22
71.0,16.0,45.0,41.0,58.0,86.0,67.0,66.0,1663580449.0,2022-09-19 09:40:49
69.0,18.0,45.0,30.0,52.0,91.0,66.0,63.0,1663590767.0,2022-09-19 12:32:47
75.0,19.0,46.0,30.0,58.0,95.0,64.0,63.0,1663602440.0,2022-09-19 15:47:20
75.0,18.0,45.0,37.0,65.0,82.0,64.0,63.0,1663612881.0,2022-09-19 18:41:21
69.0,17.0,44.0,38.0,74.0,84.0,63.0,63.0,1663623865.0,2022-09-19 21:44:25
67.0,17.0,50.0,39.0,71.0,81.0,63.0,63.0,1663634741.0,2022-09-20 00:45:41
70.0,17.0,45.0,42.0,63.0,88.0,63.0,63.0,1663644791.0,2022-09-20 03:33:11
68.0,17.0,48.0,36.0,52.0,89.0,63.0,66.0,1663655805.0,2022-09-20 06:36:45
75.0,18.0,46.0,33.0,55.0,90.0,66.0,64.0,1663666449.0,2022-09-20 09:34:09
74.0,18.0,45.0,33.0,56.0,91.0,65.0,63.0,1663677375.0,2022-09-20 12:36:15
76.0,19.0,45.0,33.0,59.0,95.0,63.0,63.0,1663688406.0,2022-09-20 15:40:06
75.0,18.0,45.0,34.0,70.0,89.0,63.0,63.0,1663698749.0,2022-09-20 18:32:29
75.0,18.0,43.0,40.0,73.0,84.0,63.0,63.0,1663709611.0,2022-09-20 21:33:31
68.0,17.0,44.0,42.0,68.0,88.0,63.0,63.0,1663721251.0,2022-09-21 00:47:31
71.0,17.0,48.0,33.0,51.0,91.0,64.0,67.0,1663833007.0,2022-09-22 07:50:07
68.0,18.0,50.0,38.0,55.0,88.0,67.0,64.0,1663843356.0,2022-09-22 10:42:36
73.0,18.0,44.0,30.0,55.0,90.0,65.0,63.0,1663855495.0,2022-09-22 14:04:55
68.0,18.0,44.0,34.0,58.0,95.0,64.0,63.0,1663865516.0,2022-09-22 16:51:56
71.0,18.0,44.0,32.0,65.0,98.0,63.0,63.0,1663875342.0,2022-09-22 19:35:42
74.0,18.0,42.0,36.0,63.0,84.0,63.0,63.0,1663886732.0,2022-09-22 22:45:32
76.0,17.0,41.0,35.0,68.0,86.0,63.0,63.0,1663897468.0,2022-09-23 01:44:28
67.0,17.0,45.0,39.0,60.0,88.0,63.0,63.0,1663907558.0,2022-09-23 04:32:38
71.0,17.0,45.0,30.0,50.0,91.0,63.0,66.0,1663918401.0,2022-09-23 07:33:21
66.0,17.0,45.0,38.0,54.0,91.0,66.0,65.0,1663929225.0,2022-09-23 10:33:45
73.0,17.0,45.0,40.0,57.0,86.0,63.0,63.0,1663951091.0,2022-09-23 16:38:11
73.0,18.0,44.0,32.0,61.0,101.0,63.0,63.0,1664221040.0,2022-09-26 19:37:20
71.0,18.0,42.0,35.0,64.0,89.0,63.0,63.0,1664231985.0,2022-09-26 22:39:45
74.0,18.0,43.0,37.0,58.0,91.0,63.0,62.0,1664243551.0,2022-09-27 01:52:31
74.0,17.0,43.0,31.0,46.0,92.0,63.0,64.0,1664253122.0,2022-09-27 04:32:02
69.0,19.0,46.0,36.0,53.0,96.0,64.0,66.0,1664264117.0,2022-09-27 07:35:17
73.0,19.0,44.0,36.0,60.0,97.0,66.0,63.0,1664274745.0,2022-09-27 10:32:25
75.0,19.0,44.0,34.0,50.0,98.0,64.0,63.0,1664285556.0,2022-09-27 13:32:36
72.0,19.0,44.0,36.0,60.0,108.0,63.0,63.0,1664296598.0,2022-09-27 16:36:38
77.0,18.0,44.0,32.0,61.0,95.0,63.0,63.0,1664307809.0,2022-09-27 19:43:29
68.0,17.0,44.0,36.0,51.0,86.0,63.0,63.0,1664513057.0,2022-09-30 04:44:17
71.0,17.0,48.0,32.0,51.0,87.0,66.0,65.0,1664523606.0,2022-09-30 07:40:06
69.0,18.0,45.0,32.0,55.0,91.0,63.0,63.0,1664533945.0,2022-09-30 10:32:25
67.0,17.0,45.0,37.0,55.0,94.0,63.0,63.0,1664544874.0,2022-09-30 13:34:34
65.0,17.0,43.0,31.0,61.0,98.0,63.0,63.0,1664556023.0,2022-09-30 16:40:23
63.0,16.0,47.0,36.0,55.0,84.0,63.0,63.0,1664772144.0,2022-10-03 04:42:24
65.0,17.0,45.0,30.0,55.0,89.0,65.0,64.0,1664782891.0,2022-10-03 07:41:31
68.0,18.0,45.0,35.0,56.0,94.0,64.0,63.0,1664793823.0,2022-10-03 10:43:43
68.0,18.0,45.0,40.0,62.0,105.0,63.0,63.0,1664804245.0,2022-10-03 13:37:25
74.0,18.0,46.0,28.0,63.0,98.0,63.0,63.0,1664814766.0,2022-10-03 16:32:46
71.0,17.0,43.0,37.0,66.0,93.0,63.0,63.0,1664825907.0,2022-10-03 19:38:27
69.0,17.0,44.0,37.0,66.0,93.0,63.0,63.0,1664837023.0,2022-10-03 22:43:43
18.0,16.0,41.0,40.0,63.0,88.0,63.0,63.0,1663983259.0,2022-09-24 01:34:19
68.0,16.0,40.0,38.0,55.0,93.0,64.0,64.0,1663994005.0,2022-09-24 04:33:25
68.0,17.0,46.0,35.0,51.0,92.0,68.0,67.0,1664004875.0,2022-09-24 07:34:35
69.0,18.0,46.0,34.0,52.0,95.0,66.0,66.0,1664015645.0,2022-09-24 10:34:05
75.0,19.0,44.0,35.0,52.0,93.0,64.0,63.0,1664026356.0,2022-09-24 13:32:36
75.0,19.0,45.0,35.0,56.0,101.0,63.0,63.0,1664037135.0,2022-09-24 16:32:15
72.0,19.0,45.0,34.0,68.0,98.0,63.0,63.0,1664047978.0,2022-09-24 19:32:58
75.0,18.0,43.0,39.0,64.0,91.0,63.0,63.0,1664058779.0,2022-09-24 22:32:59
76.0,18.0,42.0,39.0,66.0,85.0,63.0,63.0,1664069523.0,2022-09-25 01:32:03
67.0,15.0,42.0,46.0,52.0,90.0,67.0,66.0,1664081089.0,2022-09-25 04:44:49
69.0,17.0,45.0,38.0,50.0,86.0,69.0,69.0,1664092650.0,2022-09-25 07:57:30
74.0,18.0,42.0,34.0,52.0,94.0,67.0,67.0,1664101965.0,2022-09-25 10:32:45
72.0,19.0,48.0,33.0,55.0,99.0,63.0,63.0,1664113541.0,2022-09-25 13:45:41
73.0,19.0,45.0,39.0,59.0,102.0,63.0,63.0,1664124085.0,2022-09-25 16:41:25
74.0,19.0,46.0,33.0,65.0,96.0,64.0,63.0,1664134612.0,2022-09-25 19:36:52
72.0,18.0,44.0,39.0,62.0,89.0,64.0,64.0,1664145267.0,2022-09-25 22:34:27
72.0,18.0,42.0,39.0,59.0,88.0,63.0,63.0,1664156051.0,2022-09-26 01:34:11
73.0,19.0,44.0,34.0,50.0,99.0,65.0,63.0,1664361239.0,2022-09-28 10:33:59
73.0,19.0,46.0,33.0,53.0,100.0,64.0,63.0,1664371982.0,2022-09-28 13:33:02
73.0,19.0,45.0,31.0,57.0,104.0,63.0,63.0,1664383247.0,2022-09-28 16:40:47
71.0,18.0,43.0,32.0,63.0,94.0,63.0,63.0,1664393793.0,2022-09-28 19:36:33
72.0,18.0,43.0,32.0,60.0,94.0,63.0,63.0,1664404408.0,2022-09-28 22:33:28
72.0,16.0,43.0,38.0,56.0,88.0,63.0,62.0,1664415121.0,2022-09-29 01:32:01
68.0,17.0,43.0,36.0,52.0,93.0,66.0,64.0,1664620519.0,2022-10-01 10:35:19
68.0,17.0,45.0,31.0,52.0,93.0,64.0,63.0,1664631139.0,2022-10-01 13:32:19
68.0,17.0,42.0,31.0,62.0,103.0,63.0,63.0,1664642591.0,2022-10-01 16:43:11
74.0,18.0,42.0,33.0,65.0,92.0,63.0,63.0,1664652791.0,2022-10-01 19:33:11
67.0,17.0,42.0,39.0,67.0,90.0,63.0,63.0,1664664309.0,2022-10-01 22:45:09
69.0,18.0,42.0,33.0,65.0,103.0,63.0,63.0,1664901488.0,2022-10-04 16:38:08
71.0,18.0,42.0,34.0,66.0,101.0,63.0,63.0,1664912785.0,2022-10-04 19:46:25
76.0,18.0,42.0,35.0,64.0,96.0,63.0,63.0,1664923267.0,2022-10-04 22:41:07
73.0,18.0,42.0,35.0,64.0,90.0,63.0,62.0,1664935029.0,2022-10-05 01:57:09
73.0,18.0,39.0,36.0,61.0,92.0,63.0,63.0,1664945164.0,2022-10-05 04:46:04
71.0,18.0,39.0,40.0,54.0,93.0,63.0,67.0,1664955224.0,2022-10-05 07:33:44
72.0,18.0,44.0,34.0,52.0,93.0,67.0,64.0,1664965953.0,2022-10-05 10:32:33
72.0,18.0,42.0,34.0,52.0,93.0,65.0,63.0,1664976974.0,2022-10-05 13:36:14
72.0,18.0,42.0,38.0,58.0,103.0,63.0,63.0,1664988141.0,2022-10-05 16:42:21
76.0,18.0,42.0,44.0,66.0,96.0,63.0,63.0,1664999703.0,2022-10-05 19:55:03
72.0,18.0,41.0,42.0,62.0,93.0,63.0,63.0,1665010335.0,2022-10-05 22:52:15
69.0,18.0,44.0,39.0,66.0,98.0,63.0,63.0,1665084751.0,2022-10-06 19:32:31
71.0,17.0,43.0,41.0,59.0,94.0,63.0,62.0,1665095913.0,2022-10-06 22:38:33
67.0,17.0,38.0,42.0,56.0,90.0,63.0,63.0,1665106614.0,2022-10-07 01:36:54
69.0,16.0,38.0,41.0,56.0,90.0,63.0,66.0,1665118814.0,2022-10-07 05:00:14
70.0,17.0,41.0,37.0,53.0,86.0,66.0,66.0,1665128980.0,2022-10-07 07:49:40
70.0,18.0,45.0,35.0,51.0,94.0,67.0,65.0,1665139290.0,2022-10-07 10:41:30
70.0,18.0,44.0,44.0,57.0,99.0,65.0,63.0,1665149641.0,2022-10-07 13:34:01
72.0,18.0,42.0,36.0,58.0,103.0,63.0,63.0,1665160686.0,2022-10-07 16:38:06
72.0,18.0,39.0,34.0,62.0,100.0,63.0,62.0,1665171211.0,2022-10-07 19:33:31
78.0,18.0,39.0,45.0,63.0,93.0,63.0,63.0,1665182331.0,2022-10-07 22:38:51
65.0,17.0,41.0,36.0,49.0,88.0,63.0,64.0,1665203855.0,2022-10-08 04:37:35
73.0,18.0,42.0,32.0,63.0,88.0,63.0,63.0,1664479929.0,2022-09-29 19:32:09
73.0,18.0,45.0,40.0,59.0,95.0,64.0,63.0,1665408774.0,2022-10-10 13:32:54
71.0,18.0,43.0,41.0,59.0,105.0,63.0,63.0,1665419587.0,2022-10-10 16:33:07
71.0,18.0,43.0,36.0,65.0,97.0,63.0,63.0,1665430616.0,2022-10-10 19:36:56
75.0,19.0,40.0,34.0,63.0,92.0,63.0,63.0,1665441729.0,2022-10-10 22:42:09
72.0,18.0,43.0,31.0,53.0,88.0,63.0,63.0,1665451862.0,2022-10-11 01:31:02
72.0,18.0,42.0,30.0,54.0,89.0,63.0,63.0,1665464193.0,2022-10-11 04:56:33
69.0,19.0,45.0,38.0,57.0,87.0,64.0,63.0,1665485917.0,2022-10-11 10:58:37
72.0,19.0,44.0,35.0,54.0,89.0,64.0,63.0,1665495562.0,2022-10-11 13:39:22
71.0,18.0,44.0,35.0,65.0,106.0,63.0,63.0,1664739246.0,2022-10-02 19:34:06
71.0,18.0,45.0,33.0,59.0,94.0,63.0,63.0,1665733027.0,2022-10-14 07:37:07
71.0,17.0,45.0,38.0,58.0,100.0,64.0,63.0,1665743703.0,2022-10-14 10:35:03
70.0,17.0,45.0,36.0,63.0,105.0,63.0,63.0,1665754353.0,2022-10-14 13:32:33
7.0,18.0,45.0,33.0,61.0,108.0,63.0,63.0,1665765358.0,2022-10-14 16:35:58
72.0,18.0,43.0,36.0,65.0,99.0,63.0,63.0,1665776256.0,2022-10-14 19:37:36
73.0,18.0,40.0,39.0,64.0,95.0,63.0,63.0,1665786804.0,2022-10-14 22:33:24
71.0,20.0,47.0,35.0,51.0,89.0,63.0,63.0,1666035684.0,2022-10-17 19:41:24
75.0,18.0,42.0,37.0,49.0,99.0,63.0,63.0,1665237084.0,2022-10-08 13:51:24
74.0,18.0,44.0,35.0,56.0,105.0,63.0,63.0,1665247113.0,2022-10-08 16:38:33
78.0,18.0,42.0,36.0,60.0,97.0,63.0,63.0,1665258001.0,2022-10-08 19:40:01
75.0,18.0,39.0,42.0,68.0,95.0,63.0,63.0,1665268834.0,2022-10-08 22:40:34
68.0,17.0,43.0,38.0,63.0,92.0,63.0,63.0,1665279872.0,2022-10-09 01:44:32
66.0,17.0,42.0,34.0,55.0,94.0,64.0,63.0,1665290450.0,2022-10-09 04:40:50
74.0,18.0,41.0,33.0,61.0,99.0,63.0,63.0,1665517255.0,2022-10-11 19:40:55
73.0,18.0,42.0,38.0,61.0,99.0,63.0,63.0,1665527588.0,2022-10-11 22:33:08
73.0,18.0,45.0,38.0,55.0,92.0,63.0,63.0,1665538490.0,2022-10-12 01:34:50
75.0,18.0,45.0,38.0,51.0,88.0,64.0,63.0,1665549213.0,2022-10-12 04:33:33
69.0,18.0,45.0,37.0,51.0,90.0,64.0,64.0,1665560901.0,2022-10-12 07:48:21
69.0,18.0,45.0,37.0,56.0,96.0,64.0,63.0,1665570717.0,2022-10-12 10:31:57
70.0,18.0,45.0,32.0,56.0,99.0,63.0,63.0,1665581581.0,2022-10-12 13:33:01
70.0,18.0,44.0,34.0,60.0,99.0,63.0,63.0,1665593406.0,2022-10-12 16:50:06
71.0,18.0,44.0,37.0,69.0,95.0,63.0,63.0,1665603609.0,2022-10-12 19:40:09
74.0,18.0,40.0,33.0,61.0,93.0,63.0,63.0,1665615033.0,2022-10-12 22:50:33
