Value_9362,Value_9363,Value_9364,Value_9365,Value_9366,Value_9367,Value_9371,Value_9372,BaseTimeStamp,BaseDateTime
85.0,31.0,68.0,44.0,30.0,30.0,63.0,63.0,1692214920.0,2023-08-16 19:42:00
87.0,31.0,68.0,42.0,24.0,24.0,62.0,63.0,1692225093.0,2023-08-16 22:31:33
87.0,32.0,67.0,42.0,24.0,42.0,62.0,63.0,1692236419.0,2023-08-17 01:40:19
85.0,31.0,68.0,42.0,24.0,24.0,62.0,63.0,1692247318.0,2023-08-17 04:41:58
82.0,32.0,67.0,42.0,24.0,42.0,62.0,67.0,1692257545.0,2023-08-17 07:32:25
85.0,31.0,68.0,44.0,39.0,44.0,66.0,67.0,1692268523.0,2023-08-17 10:35:23
82.0,31.0,70.0,47.0,41.0,37.0,68.0,67.0,1692247318.0,2023-08-17 04:41:58
81.0,32.0,73.0,44.0,40.0,35.0,66.0,67.0,1692257545.0,2023-08-17 07:32:25
80.0,32.0,72.0,42.0,36.0,31.0,68.0,66.0,1692268523.0,2023-08-17 10:35:23
81.0,32.0,71.0,42.0,36.0,31.0,65.0,64.0,1692279747.0,2023-08-17 13:42:27
82.0,32.0,71.0,40.0,41.0,37.0,63.0,64.0,1692290483.0,2023-08-17 16:41:23
82.0,31.0,64.0,39.0,39.0,39.0,63.0,64.0,1692301255.0,2023-08-17 19:40:55
86.0,31.0,66.0,41.0,37.0,41.0,63.0,63.0,1692312058.0,2023-08-17 22:40:58
84.0,31.0,68.0,41.0,37.0,41.0,62.0,63.0,1692322437.0,2023-08-18 01:33:57
80.0,31.0,68.0,46.0,42.0,39.0,62.0,66.0,1692335488.0,2023-08-18 05:11:28
80.0,31.0,72.0,44.0,42.0,38.0,65.0,69.0,1692343973.0,2023-08-18 07:32:53
83.0,32.0,72.0,46.0,40.0,36.0,68.0,66.0,1692354844.0,2023-08-18 10:34:04
82.0,32.0,72.0,42.0,38.0,32.0,65.0,64.0,1692366034.0,2023-08-18 13:40:34
84.0,32.0,68.0,45.0,39.0,34.0,63.0,63.0,1692376907.0,2023-08-18 16:41:47
88.0,32.0,68.0,48.0,39.0,41.0,63.0,63.0,1692387301.0,2023-08-18 19:35:01
88.0,32.0,71.0,48.0,39.0,41.0,62.0,63.0,1692398048.0,2023-08-18 22:34:08
83.0,32.0,71.0,49.0,34.0,34.0,62.0,63.0,1692408692.0,2023-08-19 01:31:32
83.0,32.0,70.0,48.0,30.0,33.0,62.0,66.0,1692419986.0,2023-08-19 04:39:46
83.0,31.0,72.0,49.0,34.0,34.0,65.0,66.0,1692430407.0,2023-08-19 07:33:27
83.0,32.0,70.0,48.0,30.0,33.0,65.0,68.0,1692443268.0,2023-08-19 11:07:48
83.0,31.0,72.0,45.0,26.0,25.0,67.0,66.0,1692452946.0,2023-08-19 13:49:06
83.0,31.0,70.0,45.0,26.0,25.0,65.0,68.0,1692430407.0,2023-08-19 07:33:27
85.0,31.0,70.0,44.0,33.0,31.0,67.0,66.0,1692443268.0,2023-08-19 11:07:48
85.0,32.0,69.0,41.0,35.0,31.0,65.0,64.0,1692452946.0,2023-08-19 13:49:06
81.0,32.0,75.0,47.0,42.0,36.0,70.0,71.0,1691825528.0,2023-08-12 07:32:08
81.0,31.0,73.0,42.0,27.0,28.0,68.0,69.0,1691836390.0,2023-08-12 10:33:10
80.0,31.0,69.0,40.0,21.0,22.0,64.0,65.0,1691848990.0,2023-08-12 14:03:10
81.0,31.0,66.0,39.0,27.0,24.0,63.0,64.0,1691858349.0,2023-08-12 16:39:09
86.0,31.0,65.0,45.0,44.0,48.0,62.0,64.0,1691869891.0,2023-08-12 19:51:31
87.0,32.0,69.0,47.0,44.0,51.0,62.0,63.0,1691879576.0,2023-08-12 22:32:56
85.0,30.0,69.0,46.0,45.0,47.0,65.0,66.0,1691890854.0,2023-08-13 01:40:54
80.0,31.0,70.0,50.0,44.0,43.0,69.0,70.0,1691902407.0,2023-08-13 04:53:27
81.0,31.0,74.0,50.0,44.0,43.0,69.0,70.0,1691912745.0,2023-08-13 07:45:45
81.0,31.0,74.0,45.0,42.0,39.0,69.0,70.0,1691922938.0,2023-08-13 10:35:38
81.0,31.0,71.0,40.0,42.0,38.0,65.0,66.0,1691933787.0,2023-08-13 13:36:27
82.0,32.0,69.0,45.0,42.0,39.0,65.0,66.0,1691944352.0,2023-08-13 16:32:32
82.0,31.0,71.0,40.0,42.0,38.0,63.0,64.0,1691956234.0,2023-08-13 19:50:34
82.0,32.0,69.0,40.0,42.0,38.0,63.0,64.0,1691966876.0,2023-08-13 22:47:56
82.0,32.0,69.0,41.0,44.0,42.0,63.0,64.0,1691944352.0,2023-08-13 16:32:32
82.0,31.0,66.0,44.0,40.0,44.0,63.0,64.0,1691956234.0,2023-08-13 19:50:34
83.0,30.0,68.0,44.0,47.0,53.0,65.0,66.0,1691976702.0,2023-08-14 01:31:42
80.0,30.0,70.0,44.0,41.0,38.0,69.0,70.0,1691652867.0,2023-08-10 07:34:27
84.0,31.0,72.0,43.0,42.0,36.0,62.0,63.0,1692635706.0,2023-08-21 16:35:06
84.0,31.0,72.0,47.0,40.0,40.0,62.0,63.0,1692647456.0,2023-08-21 19:50:56
88.0,31.0,68.0,48.0,46.0,49.0,62.0,63.0,1692657966.0,2023-08-21 22:46:06
82.0,30.0,69.0,42.0,41.0,37.0,65.0,66.0,1692680533.0,2023-08-22 05:02:13
83.0,30.0,69.0,41.0,35.0,31.0,68.0,68.0,1692689563.0,2023-08-22 07:32:43
88.0,31.0,68.0,42.0,41.0,37.0,62.0,63.0,1692495177.0,2023-08-20 01:32:57
85.0,32.0,68.0,42.0,41.0,37.0,62.0,63.0,1692507195.0,2023-08-20 04:53:15
88.0,31.0,68.0,45.0,38.0,41.0,62.0,63.0,1692485922.0,2023-08-19 22:58:42
88.0,31.0,68.0,41.0,38.0,36.0,62.0,63.0,1692495177.0,2023-08-20 01:32:57
88.0,31.0,68.0,41.0,38.0,36.0,66.0,67.0,1692507195.0,2023-08-20 04:53:15
83.0,31.0,72.0,41.0,41.0,36.0,68.0,69.0,1692517237.0,2023-08-20 07:40:37
85.0,32.0,68.0,41.0,23.0,23.0,63.0,64.0,1692527514.0,2023-08-20 10:31:54
85.0,32.0,68.0,41.0,41.0,36.0,63.0,64.0,1692538590.0,2023-08-20 13:36:30
87.0,31.0,67.0,41.0,23.0,23.0,63.0,64.0,1692551765.0,2023-08-20 17:16:05
89.0,32.0,67.0,43.0,21.0,21.0,63.0,63.0,1692560620.0,2023-08-20 19:43:40
87.0,31.0,67.0,44.0,23.0,24.0,62.0,63.0,1692571632.0,2023-08-20 22:47:12
90.0,31.0,67.0,45.0,43.0,48.0,62.0,63.0,1692560620.0,2023-08-20 19:43:40
81.0,31.0,67.0,41.0,32.0,31.0,63.0,64.0,1693241005.0,2023-08-28 16:43:25
84.0,31.0,67.0,41.0,32.0,31.0,63.0,64.0,1693241005.0,2023-08-28 16:43:25
84.0,31.0,67.0,40.0,28.0,27.0,63.0,64.0,1693241005.0,2023-08-28 16:43:25
84.0,31.0,67.0,40.0,28.0,27.0,63.0,64.0,1693252239.0,2023-08-28 19:50:39
84.0,31.0,64.0,40.0,28.0,27.0,63.0,64.0,1693252239.0,2023-08-28 19:50:39
89.0,31.0,64.0,41.0,32.0,31.0,63.0,64.0,1693252239.0,2023-08-28 19:50:39
89.0,31.0,64.0,40.0,28.0,27.0,62.0,63.0,1693261935.0,2023-08-28 22:32:15
89.0,31.0,67.0,39.0,21.0,27.0,62.0,63.0,1693261935.0,2023-08-28 22:32:15
84.0,31.0,64.0,42.0,22.0,26.0,62.0,63.0,1693261935.0,2023-08-28 22:32:15
89.0,31.0,65.0,48.0,43.0,44.0,63.0,64.0,1693241005.0,2023-08-28 16:43:25
88.0,31.0,67.0,47.0,45.0,52.0,62.0,63.0,1693252239.0,2023-08-28 19:50:39
88.0,32.0,71.0,47.0,44.0,46.0,62.0,63.0,1693261935.0,2023-08-28 22:32:15
86.0,30.0,68.0,47.0,44.0,42.0,62.0,63.0,1693274478.0,2023-08-29 02:01:18
83.0,31.0,69.0,47.0,44.0,42.0,66.0,67.0,1693283520.0,2023-08-29 04:32:00
85.0,31.0,72.0,47.0,44.0,42.0,68.0,69.0,1693294356.0,2023-08-29 07:32:36
82.0,31.0,72.0,42.0,44.0,40.0,65.0,66.0,1693305534.0,2023-08-29 10:38:54
82.0,31.0,72.0,47.0,44.0,42.0,63.0,64.0,1693315913.0,2023-08-29 13:31:53
82.0,32.0,70.0,42.0,44.0,40.0,63.0,64.0,1693326773.0,2023-08-29 16:32:53
84.0,31.0,72.0,42.0,44.0,40.0,63.0,64.0,1693337532.0,2023-08-29 19:32:12
84.0,32.0,70.0,45.0,42.0,40.0,63.0,64.0,1693326773.0,2023-08-29 16:32:53
84.0,32.0,69.0,41.0,43.0,39.0,63.0,64.0,1692711524.0,2023-08-22 13:38:44
82.0,30.0,67.0,47.0,40.0,45.0,63.0,64.0,1692721919.0,2023-08-22 16:31:59
85.0,31.0,67.0,49.0,47.0,55.0,62.0,63.0,1692732909.0,2023-08-22 19:35:09
86.0,29.0,67.0,49.0,44.0,51.0,63.0,63.0,1692743533.0,2023-08-22 22:32:13
82.0,29.0,68.0,46.0,46.0,43.0,62.0,63.0,1692754705.0,2023-08-23 01:38:25
82.0,31.0,71.0,46.0,46.0,43.0,68.0,69.0,1692766547.0,2023-08-23 04:55:47
84.0,31.0,71.0,42.0,44.0,37.0,70.0,71.0,1692777848.0,2023-08-23 08:04:08
84.0,31.0,69.0,42.0,38.0,33.0,68.0,69.0,1692787839.0,2023-08-23 10:50:39
86.0,31.0,69.0,42.0,43.0,39.0,64.0,65.0,1692798127.0,2023-08-23 13:42:07
86.0,31.0,67.0,42.0,43.0,45.0,63.0,64.0,1692808922.0,2023-08-23 16:42:02
87.0,31.0,67.0,42.0,43.0,53.0,63.0,64.0,1692819197.0,2023-08-23 19:33:17
81.0,30.0,68.0,45.0,43.0,50.0,62.0,63.0,1691458386.0,2023-08-08 01:33:06
83.0,31.0,70.0,44.0,23.0,21.0,67.0,68.0,1691491313.0,2023-08-08 10:41:53
82.0,31.0,69.0,40.0,22.0,23.0,63.0,64.0,1692896622.0,2023-08-24 17:03:42
88.0,30.0,65.0,42.0,29.0,25.0,63.0,64.0,1692906145.0,2023-08-24 19:42:25
84.0,29.0,67.0,48.0,42.0,49.0,63.0,64.0,1692916972.0,2023-08-24 22:42:52
82.0,29.0,65.0,48.0,47.0,50.0,62.0,63.0,1692928704.0,2023-08-25 01:58:24
80.0,31.0,69.0,47.0,45.0,41.0,68.0,69.0,1692938932.0,2023-08-25 04:48:52
80.0,32.0,74.0,44.0,41.0,36.0,71.0,72.0,1692948744.0,2023-08-25 07:32:24
81.0,32.0,73.0,42.0,40.0,34.0,69.0,69.0,1692959644.0,2023-08-25 10:34:04
83.0,32.0,72.0,42.0,40.0,34.0,64.0,65.0,1692970627.0,2023-08-25 13:37:07
83.0,31.0,72.0,44.0,44.0,39.0,63.0,64.0,1692981661.0,2023-08-25 16:41:01
86.0,31.0,70.0,47.0,46.0,48.0,63.0,64.0,1692993374.0,2023-08-25 19:56:14
81.0,29.0,71.0,50.0,48.0,57.0,63.0,64.0,1693003506.0,2023-08-25 22:45:06
81.0,31.0,69.0,51.0,48.0,48.0,63.0,63.0,1693013600.0,2023-08-26 01:33:20
81.0,31.0,72.0,51.0,49.0,45.0,68.0,69.0,1693026970.0,2023-08-26 05:16:10
80.0,31.0,76.0,51.0,49.0,45.0,70.0,71.0,1693035192.0,2023-08-26 07:33:12
80.0,31.0,76.0,45.0,44.0,40.0,68.0,69.0,1693046141.0,2023-08-26 10:35:41
82.0,32.0,72.0,41.0,40.0,34.0,64.0,65.0,1693056898.0,2023-08-26 13:34:58
83.0,31.0,71.0,45.0,44.0,40.0,64.0,65.0,1693067492.0,2023-08-26 16:31:32
82.0,32.0,72.0,41.0,40.0,34.0,63.0,64.0,1693078377.0,2023-08-26 19:32:57
83.0,32.0,71.0,43.0,40.0,36.0,62.0,63.0,1693089284.0,2023-08-26 22:34:44
84.0,32.0,70.0,44.0,45.0,39.0,63.0,64.0,1693067492.0,2023-08-26 16:31:32
84.0,32.0,71.0,48.0,40.0,43.0,62.0,63.0,1693078377.0,2023-08-26 19:32:57
84.0,30.0,71.0,48.0,33.0,36.0,62.0,63.0,1693089284.0,2023-08-26 22:34:44
84.0,31.0,68.0,48.0,28.0,33.0,62.0,63.0,1693099993.0,2023-08-27 01:33:13
82.0,32.0,71.0,53.0,24.0,25.0,67.0,68.0,1693112393.0,2023-08-27 04:59:53
82.0,32.0,73.0,41.0,39.0,34.0,70.0,71.0,1693121606.0,2023-08-27 07:33:26
84.0,32.0,68.0,41.0,39.0,35.0,66.0,68.0,1693133944.0,2023-08-27 10:59:04
84.0,32.0,69.0,41.0,39.0,35.0,63.0,64.0,1693143815.0,2023-08-27 13:43:35
81.0,31.0,68.0,46.0,43.0,44.0,64.0,65.0,1693370681.0,2023-08-30 04:44:41
81.0,31.0,73.0,43.0,46.0,42.0,67.0,68.0,1693381298.0,2023-08-30 07:41:38
81.0,32.0,69.0,42.0,44.0,39.0,66.0,67.0,1693391575.0,2023-08-30 10:32:55
81.0,31.0,69.0,42.0,44.0,39.0,63.0,64.0,1693403586.0,2023-08-30 13:53:06
84.0,31.0,69.0,43.0,48.0,42.0,63.0,64.0,1693413199.0,2023-08-30 16:33:19
84.0,31.0,67.0,47.0,44.0,46.0,62.0,63.0,1693424152.0,2023-08-30 19:35:52
86.0,30.0,69.0,48.0,39.0,48.0,62.0,63.0,1693434896.0,2023-08-30 22:34:56
85.0,30.0,66.0,51.0,45.0,47.0,62.0,63.0,1693445780.0,2023-08-31 01:36:20
83.0,31.0,69.0,47.0,32.0,32.0,66.0,67.0,1693457034.0,2023-08-31 04:43:54
82.0,31.0,70.0,43.0,42.0,39.0,67.0,68.0,1693467585.0,2023-08-31 07:39:45
80.0,31.0,69.0,43.0,42.0,39.0,65.0,66.0,1693478178.0,2023-08-31 10:36:18
82.0,31.0,69.0,43.0,40.0,37.0,63.0,64.0,1693488733.0,2023-08-31 13:32:13
82.0,30.0,68.0,39.0,45.0,41.0,63.0,63.0,1693499493.0,2023-08-31 16:31:33
85.0,30.0,64.0,39.0,45.0,41.0,62.0,63.0,1693510350.0,2023-08-31 19:32:30
88.0,30.0,64.0,39.0,45.0,41.0,62.0,63.0,1693521828.0,2023-08-31 22:43:48
85.0,30.0,65.0,40.0,26.0,32.0,62.0,63.0,1693588218.0,2023-09-01 17:10:18
87.0,30.0,65.0,40.0,27.0,28.0,62.0,63.0,1693597005.0,2023-09-01 19:36:45
90.0,30.0,64.0,41.0,44.0,47.0,62.0,63.0,1693607869.0,2023-09-01 22:37:49
82.0,31.0,69.0,39.0,17.0,25.0,63.0,64.0,1693932230.0,2023-09-05 16:43:50
84.0,31.0,66.0,38.0,43.0,41.0,62.0,63.0,1693943300.0,2023-09-05 19:48:20
84.0,30.0,66.0,47.0,48.0,53.0,62.0,64.0,1693953439.0,2023-09-05 22:37:19
87.0,30.0,63.0,48.0,41.0,39.0,62.0,63.0,1693965106.0,2023-09-06 01:51:46
85.0,29.0,65.0,46.0,47.0,42.0,69.0,70.0,1693975007.0,2023-09-06 04:36:47
83.0,30.0,65.0,46.0,46.0,40.0,70.0,71.0,1693985724.0,2023-09-06 07:35:24
82.0,30.0,69.0,44.0,40.0,36.0,67.0,68.0,1693996406.0,2023-09-06 10:33:26
84.0,31.0,69.0,44.0,45.0,41.0,63.0,64.0,1694018577.0,2023-09-06 16:42:57
81.0,31.0,71.0,43.0,43.0,36.0,62.0,63.0,1694104738.0,2023-09-07 16:38:58
85.0,31.0,68.0,43.0,44.0,41.0,62.0,63.0,1694115215.0,2023-09-07 19:33:35
87.0,30.0,68.0,46.0,48.0,52.0,62.0,63.0,1694125944.0,2023-09-07 22:32:24
87.0,30.0,66.0,47.0,48.0,45.0,62.0,63.0,1694136989.0,2023-09-08 01:36:29
87.0,29.0,66.0,45.0,31.0,34.0,65.0,66.0,1694149376.0,2023-09-08 05:02:56
81.0,29.0,68.0,44.0,40.0,36.0,67.0,68.0,1694159309.0,2023-09-08 07:48:29
81.0,31.0,69.0,42.0,40.0,36.0,65.0,66.0,1694169975.0,2023-09-08 10:46:15
84.0,31.0,71.0,42.0,37.0,33.0,63.0,64.0,1694180247.0,2023-09-08 13:37:27
84.0,31.0,68.0,41.0,42.0,36.0,63.0,63.0,1694191421.0,2023-09-08 16:43:41
84.0,31.0,68.0,43.0,42.0,36.0,63.0,63.0,1694201995.0,2023-09-08 19:39:55
86.0,29.0,68.0,43.0,42.0,41.0,62.0,63.0,1694212459.0,2023-09-08 22:34:19
89.0,29.0,66.0,43.0,49.0,50.0,62.0,63.0,1694223376.0,2023-09-09 01:36:16
89.0,29.0,66.0,46.0,42.0,41.0,62.0,63.0,1694234917.0,2023-09-09 04:48:37
89.0,29.0,66.0,43.0,49.0,50.0,65.0,66.0,1694244830.0,2023-09-09 07:33:50
83.0,31.0,68.0,41.0,40.0,37.0,63.0,63.0,1693661938.0,2023-09-02 13:38:58
83.0,29.0,66.0,46.0,44.0,40.0,66.0,66.0,1694409095.0,2023-09-11 05:11:35
81.0,31.0,65.0,42.0,39.0,35.0,69.0,70.0,1694417793.0,2023-09-11 07:36:33
83.0,31.0,69.0,41.0,39.0,35.0,66.0,67.0,1694429026.0,2023-09-11 10:43:46
85.0,31.0,67.0,40.0,37.0,31.0,63.0,64.0,1694439189.0,2023-09-11 13:33:09
88.0,31.0,66.0,40.0,41.0,35.0,63.0,64.0,1694450422.0,2023-09-11 16:40:22
88.0,30.0,66.0,45.0,38.0,35.0,62.0,63.0,1694460723.0,2023-09-11 19:32:03
85.0,30.0,67.0,49.0,38.0,45.0,62.0,63.0,1694471518.0,2023-09-11 22:31:58
82.0,31.0,70.0,45.0,30.0,31.0,63.0,64.0,1694266662.0,2023-09-09 13:37:42
82.0,31.0,70.0,45.0,25.0,25.0,63.0,64.0,1694277550.0,2023-09-09 16:39:10
82.0,32.0,66.0,41.0,30.0,31.0,63.0,64.0,1694288784.0,2023-09-09 19:46:24
85.0,31.0,68.0,45.0,25.0,25.0,62.0,63.0,1694299120.0,2023-09-09 22:38:40
82.0,32.0,66.0,41.0,31.0,28.0,63.0,64.0,1694277550.0,2023-09-09 16:39:10
85.0,31.0,68.0,41.0,21.0,28.0,62.0,63.0,1694288784.0,2023-09-09 19:46:24
85.0,30.0,68.0,41.0,42.0,40.0,62.0,63.0,1694299120.0,2023-09-09 22:38:40
88.0,30.0,64.0,49.0,50.0,50.0,62.0,63.0,1694309520.0,2023-09-10 01:32:00
85.0,28.0,68.0,48.0,50.0,50.0,65.0,66.0,1694321054.0,2023-09-10 04:44:14
81.0,28.0,63.0,48.0,40.0,39.0,69.0,70.0,1694331616.0,2023-09-10 07:40:16
81.0,30.0,65.0,44.0,40.0,39.0,69.0,70.0,1694342222.0,2023-09-10 10:37:02
79.0,30.0,71.0,44.0,40.0,39.0,63.0,64.0,1694353054.0,2023-09-10 13:37:34
87.0,30.0,66.0,46.0,44.0,43.0,65.0,66.0,1694061816.0,2023-09-07 04:43:36
86.0,32.0,72.0,42.0,22.0,35.0,63.0,64.0,1694624762.0,2023-09-13 17:06:02
85.0,32.0,68.0,42.0,32.0,36.0,62.0,63.0,1694634398.0,2023-09-13 19:46:38
87.0,31.0,68.0,43.0,36.0,41.0,62.0,63.0,1694645242.0,2023-09-13 22:47:22
88.0,32.0,65.0,43.0,35.0,54.0,62.0,63.0,1694656849.0,2023-09-14 02:00:49
85.0,32.0,70.0,43.0,45.0,49.0,67.0,68.0,1694666282.0,2023-09-14 04:38:02
85.0,30.0,70.0,48.0,44.0,43.0,69.0,70.0,1694677024.0,2023-09-14 07:37:04
80.0,31.0,70.0,48.0,43.0,43.0,68.0,69.0,1694687542.0,2023-09-14 10:32:22
80.0,31.0,72.0,48.0,43.0,32.0,64.0,65.0,1694698387.0,2023-09-14 13:33:07
80.0,31.0,72.0,48.0,36.0,30.0,63.0,64.0,1694710325.0,2023-09-14 16:52:05
80.0,33.0,72.0,43.0,32.0,31.0,63.0,64.0,1694719952.0,2023-09-14 19:32:32
87.0,32.0,69.0,43.0,35.0,38.0,62.0,63.0,1694730708.0,2023-09-14 22:31:48
87.0,33.0,69.0,39.0,36.0,40.0,62.0,63.0,1694742287.0,2023-09-15 01:44:47
84.0,31.0,66.0,44.0,35.0,37.0,67.0,68.0,1694754007.0,2023-09-15 05:00:07
82.0,31.0,70.0,45.0,36.0,33.0,69.0,70.0,1694763231.0,2023-09-15 07:33:51
78.0,31.0,71.0,48.0,35.0,30.0,67.0,68.0,1694773974.0,2023-09-15 10:32:54
77.0,32.0,73.0,48.0,35.0,28.0,63.0,64.0,1694784771.0,2023-09-15 13:32:51
77.0,32.0,73.0,42.0,30.0,28.0,63.0,64.0,1694795857.0,2023-09-15 16:37:37
83.0,28.0,68.0,42.0,32.0,33.0,63.0,63.0,1694914560.0,2023-09-17 01:36:00
83.0,28.0,68.0,47.0,32.0,33.0,62.0,63.0,1694926788.0,2023-09-17 04:59:48
83.0,28.0,73.0,47.0,43.0,43.0,62.0,64.0,1694935902.0,2023-09-17 07:31:42
83.0,28.0,73.0,47.0,32.0,33.0,63.0,67.0,1694946798.0,2023-09-17 10:33:18
83.0,28.0,73.0,47.0,43.0,43.0,66.0,64.0,1694926788.0,2023-09-17 04:59:48
83.0,31.0,73.0,43.0,37.0,36.0,63.0,67.0,1694935902.0,2023-09-17 07:31:42
83.0,32.0,71.0,44.0,31.0,30.0,66.0,65.0,1694946798.0,2023-09-17 10:33:18
82.0,31.0,70.0,44.0,20.0,21.0,64.0,63.0,1694958447.0,2023-09-17 13:47:27
82.0,30.0,66.0,40.0,19.0,23.0,62.0,63.0,1694969829.0,2023-09-17 16:57:09
86.0,31.0,64.0,43.0,22.0,21.0,62.0,63.0,1694979891.0,2023-09-17 19:44:51
90.0,28.0,64.0,43.0,22.0,21.0,62.0,63.0,1694990369.0,2023-09-17 22:39:29
90.0,30.0,63.0,46.0,23.0,26.0,62.0,63.0,1695001800.0,2023-09-18 01:50:00
85.0,29.0,68.0,48.0,36.0,35.0,62.0,64.0,1695012881.0,2023-09-18 04:54:41
83.0,32.0,68.0,42.0,31.0,36.0,64.0,64.0,1694840503.0,2023-09-16 05:01:43
80.0,31.0,68.0,42.0,26.0,29.0,67.0,68.0,1694850384.0,2023-09-16 07:46:24
83.0,31.0,65.0,48.0,47.0,42.0,69.0,70.0,1693727467.0,2023-09-03 07:51:07
83.0,30.0,70.0,43.0,47.0,42.0,67.0,68.0,1693737153.0,2023-09-03 10:32:33
86.0,31.0,67.0,42.0,44.0,39.0,63.0,64.0,1693748070.0,2023-09-03 13:34:30
88.0,31.0,67.0,41.0,39.0,36.0,62.0,63.0,1693758739.0,2023-09-03 16:32:19
88.0,29.0,66.0,42.0,44.0,38.0,62.0,63.0,1693769884.0,2023-09-03 19:38:04
85.0,29.0,63.0,42.0,46.0,44.0,62.0,63.0,1693780513.0,2023-09-03 22:35:13
82.0,29.0,63.0,46.0,39.0,40.0,62.0,63.0,1693791417.0,2023-09-04 01:36:57
81.0,29.0,63.0,44.0,31.0,32.0,66.0,67.0,1693804389.0,2023-09-04 05:13:09
84.0,31.0,65.0,42.0,26.0,26.0,69.0,70.0,1693814329.0,2023-09-04 07:58:49
84.0,31.0,68.0,42.0,38.0,36.0,67.0,68.0,1693823948.0,2023-09-04 10:39:08
84.0,31.0,68.0,42.0,38.0,36.0,63.0,64.0,1693834823.0,2023-09-04 13:40:23
86.0,31.0,68.0,40.0,38.0,36.0,63.0,64.0,1693845482.0,2023-09-04 16:38:02
83.0,31.0,69.0,43.0,35.0,33.0,66.0,67.0,1694515910.0,2023-09-12 10:51:50
83.0,31.0,67.0,43.0,36.0,32.0,63.0,64.0,1694525993.0,2023-09-12 13:39:53
84.0,30.0,70.0,43.0,39.0,35.0,63.0,64.0,1694536301.0,2023-09-12 16:31:41
86.0,30.0,70.0,43.0,39.0,35.0,62.0,63.0,1694547171.0,2023-09-12 19:32:51
86.0,30.0,66.0,43.0,39.0,35.0,62.0,63.0,1694558437.0,2023-09-12 22:40:37
86.0,30.0,66.0,43.0,39.0,35.0,62.0,63.0,1694568871.0,2023-09-13 01:34:31
86.0,30.0,66.0,43.0,39.0,35.0,62.0,63.0,1694579561.0,2023-09-13 04:32:41
86.0,30.0,66.0,43.0,39.0,35.0,62.0,63.0,1694579561.0,2023-09-13 04:32:41
86.0,30.0,66.0,43.0,39.0,35.0,62.0,63.0,1694579561.0,2023-09-13 04:32:41
86.0,30.0,66.0,43.0,39.0,35.0,67.0,68.0,1694579561.0,2023-09-13 04:32:41
86.0,30.0,66.0,43.0,39.0,35.0,67.0,68.0,1694590512.0,2023-09-13 07:35:12
86.0,30.0,66.0,43.0,39.0,35.0,70.0,71.0,1694601111.0,2023-09-13 10:31:51
80.0,30.0,68.0,40.0,30.0,30.0,63.0,64.0,1695044808.0,2023-09-18 13:46:48
88.0,31.0,70.0,40.0,33.0,33.0,62.0,63.0,1695487308.0,2023-09-23 16:41:48
86.0,31.0,70.0,43.0,38.0,41.0,62.0,63.0,1695497643.0,2023-09-23 19:34:03
88.0,30.0,70.0,46.0,38.0,43.0,62.0,63.0,1695508573.0,2023-09-23 22:36:13
83.0,30.0,71.0,45.0,38.0,39.0,62.0,63.0,1695519227.0,2023-09-24 01:33:47
80.0,31.0,73.0,44.0,27.0,27.0,66.0,67.0,1695530305.0,2023-09-24 04:38:25
77.0,31.0,70.0,38.0,29.0,30.0,67.0,68.0,1695541453.0,2023-09-24 07:44:13
81.0,31.0,69.0,42.0,34.0,32.0,65.0,66.0,1695552875.0,2023-09-24 10:54:35
82.0,30.0,68.0,41.0,31.0,30.0,63.0,64.0,1695562457.0,2023-09-24 13:34:17
83.0,29.0,68.0,44.0,35.0,35.0,62.0,63.0,1695152694.0,2023-09-19 19:44:54
83.0,29.0,65.0,43.0,45.0,45.0,62.0,63.0,1695163222.0,2023-09-19 22:40:22
85.0,28.0,63.0,46.0,41.0,47.0,62.0,63.0,1695174377.0,2023-09-20 01:46:17
83.0,28.0,66.0,48.0,39.0,44.0,62.0,63.0,1695186538.0,2023-09-20 05:08:58
79.0,30.0,68.0,39.0,37.0,35.0,65.0,69.0,1695195867.0,2023-09-20 07:44:27
78.0,30.0,66.0,40.0,35.0,33.0,68.0,67.0,1695207494.0,2023-09-20 10:58:14
83.0,30.0,66.0,40.0,35.0,33.0,66.0,63.0,1695217316.0,2023-09-20 13:41:56
83.0,30.0,66.0,41.0,32.0,31.0,63.0,63.0,1695228995.0,2023-09-20 16:56:35
83.0,30.0,67.0,42.0,36.0,36.0,62.0,63.0,1695238364.0,2023-09-20 19:32:44
85.0,30.0,65.0,42.0,36.0,36.0,62.0,63.0,1695249409.0,2023-09-20 22:36:49
94.0,93.0,79.0,53.0,30.0,30.0,62.0,63.0,1695759094.0,2023-09-26 20:11:34
35.0,35.0,52.0,53.0,30.0,30.0,62.0,63.0,1695768816.0,2023-09-26 22:53:36
95.0,35.0,76.0,51.0,32.0,33.0,62.0,63.0,1695778819.0,2023-09-27 01:40:19
95.0,34.0,76.0,54.0,30.0,27.0,62.0,65.0,1695791211.0,2023-09-27 05:06:51
90.0,34.0,74.0,50.0,26.0,23.0,64.0,67.0,1695800972.0,2023-09-27 07:49:32
87.0,34.0,80.0,49.0,23.0,21.0,66.0,64.0,1695810870.0,2023-09-27 10:34:30
91.0,34.0,75.0,50.0,20.0,20.0,63.0,63.0,1695821627.0,2023-09-27 13:33:47
