ID,AssetID,UnitID,Value,RecordTime,RecordDate,PersonelID,OutofRange,ValueType,MobileID,DateTime,TimeStamp,Job,IsDeleted,ShiftCode,OnTime
2314818,9358,12,70.0,02:26:07,2021/06/27,83683,1,1,21,2021-06-27 02:26:07.000,1624744567,Operation,0,12,1
2314819,9359,12,70.0,02:26:08,2021/06/27,83683,1,1,21,2021-06-27 02:26:08.000,1624744568,Operation,0,12,1
2315018,9408,12,3.7,05:11:09,2021/06/27,83770,1,1,21,2021-06-27 05:11:09.000,1624754469,Operation,0,12,1
2315019,9358,12,69.0,05:11:17,2021/06/27,83770,1,1,21,2021-06-27 05:11:17.000,1624754477,Operation,0,12,1
2315020,9359,12,69.0,05:11:19,2021/06/27,83770,1,1,21,2021-06-27 05:11:19.000,1624754479,Operation,0,12,1
2351677,9408,12,69.0,08:26:17,2021/06/29,83683,0,1,21,2021-06-29 08:26:17.000,1624938977,Operation,0,12,1
2351678,9358,12,69.0,08:26:24,2021/06/29,83683,1,1,21,2021-06-29 08:26:24.000,1624938984,Operation,0,12,1
2351679,9359,12,69.0,08:26:28,2021/06/29,83683,1,1,21,2021-06-29 08:26:28.000,1624938988,Operation,0,12,1
2351821,9408,12,3.7,11:10:29,2021/06/29,83683,1,1,21,2021-06-29 11:10:29.000,1624948829,Operation,0,12,1
2351822,9358,12,71.0,11:10:38,2021/06/29,83683,1,1,21,2021-06-29 11:10:38.000,1624948838,Operation,0,12,1
2351823,9359,12,71.0,11:10:39,2021/06/29,83683,1,1,21,2021-06-29 11:10:39.000,1624948839,Operation,0,12,1
2352079,9408,12,3.4,14:31:02,2021/06/29,83770,1,1,21,2021-06-29 14:31:02.000,1624960862,Operation,0,12,1
2352080,9358,12,70.0,14:31:09,2021/06/29,83770,1,1,21,2021-06-29 14:31:09.000,1624960869,Operation,0,12,1
2352081,9359,12,71.0,14:31:10,2021/06/29,83770,1,1,21,2021-06-29 14:31:10.000,1624960870,Operation,0,12,1
2352884,9408,12,3.2,17:08:00,2021/06/29,83770,1,1,21,2021-06-29 17:08:00.000,1624970280,Operation,0,12,1
2352885,9358,12,69.0,17:08:06,2021/06/29,83770,1,1,21,2021-06-29 17:08:06.000,1624970286,Operation,0,12,1
2255495,9359,12,71.0,05:10:44,2021/06/23,83683,1,1,21,2021-06-23 05:10:44.000,1624408844,Operation,0,12,1
2289354,9408,12,3.5,08:27:54,2021/06/25,83770,1,1,21,2021-06-25 08:27:54.000,1624593474,Operation,0,12,1
2289355,9358,12,68.0,08:28:02,2021/06/25,83770,1,1,21,2021-06-25 08:28:02.000,1624593482,Operation,0,12,1
2289356,9359,12,70.0,08:28:04,2021/06/25,83770,1,1,21,2021-06-25 08:28:04.000,1624593484,Operation,0,12,1
2292442,9408,12,3.6,11:14:36,2021/06/25,83824,1,1,21,2021-06-25 11:14:36.000,1624603476,Operation,0,12,1
2292443,9358,12,72.0,11:14:49,2021/06/25,83824,1,1,21,2021-06-25 11:14:49.000,1624603489,Operation,0,12,1
2292444,9359,12,72.0,11:14:51,2021/06/25,83824,1,1,21,2021-06-25 11:14:51.000,1624603491,Operation,0,12,1
2292772,9408,12,3.8,17:20:56,2021/06/25,83770,1,1,21,2021-06-25 17:20:56.000,1624625456,Operation,0,12,1
2292773,9358,12,75.0,17:20:59,2021/06/25,83770,1,1,21,2021-06-25 17:20:59.000,1624625459,Operation,0,12,1
2292774,9359,12,75.0,17:21:03,2021/06/25,83770,1,1,21,2021-06-25 17:21:03.000,1624625463,Operation,0,12,1
2326216,9408,12,3.4,08:33:35,2021/06/27,83736,1,1,21,2021-06-27 08:33:35.000,1624766615,Operation,0,12,1
2326217,9358,12,70.0,08:33:39,2021/06/27,83736,1,1,21,2021-06-27 08:33:39.000,1624766619,Operation,0,12,1
2326218,9359,12,70.0,08:33:40,2021/06/27,83736,1,1,21,2021-06-27 08:33:40.000,1624766620,Operation,0,12,1
2326417,9408,12,3.6,11:16:26,2021/06/27,83706,1,1,21,2021-06-27 11:16:26.000,1624776386,Operation,0,12,1
2326418,9358,12,70.0,11:16:29,2021/06/27,83706,1,1,21,2021-06-27 11:16:29.000,1624776389,Operation,0,12,1
2326419,9359,12,70.0,11:16:33,2021/06/27,83706,1,1,21,2021-06-27 11:16:33.000,1624776393,Operation,0,12,1
